1|2300
14|231
15|524
25|168
56|192
58|563
73|188
99|431
144|203
168|161
227|370
254|170
259|297
274|886
281|272
297|281
326|654
334|175
335|192
348|344
357|186
372|171
411|246
429|220
435|176
465|253
534|210
543|184
544|171
649|301
764|305
823|428
961|182
971|311
1048|170
1055|230
1086|162
1108|264
1150|430
1271|223
1285|428
1304|181
1342|168
1749|314
2292|233
1 15|388
1 14|171
1 58|438
1 99|321
1 297|214
1 281|195
1 274|665
1 259|230
274 326|206
1 326|512
1 348|248
1 411|170
1 764|245
1 649|228
1 971|228
1 823|327
1 465|185
1 1108|222
1 1150|327
1 1285|320
1 1749|235
58 274|213
1 2292|202
274 1285|210
1 274 326|161
1 58 274|170
